Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C_1_1 Spectral Count	C_1_2 Spectral Count	C_1_3 Spectral Count	C_1_4 Spectral Count	C_1_5 Spectral Count	C_1_6 Spectral Count	C_1_7 Spectral Count	C_1_8 Spectral Count	C_2_1 Spectral Count	C_2_2 Spectral Count	C_2_3 Spectral Count	C_2_4 Spectral Count	C_2_5 Spectral Count	C_2_6 Spectral Count	C_2_7 Spectral Count	C_2_8 Spectral Count	T_1_1 Spectral Count	T_1_2 Spectral Count	T_1_3 Spectral Count	T_1_4 Spectral Count	T_1_5 Spectral Count	T_1_6 Spectral Count	T_1_7 Spectral Count	T_1_8 Spectral Count	T_2_1 Spectral Count	T_2_2 Spectral Count	T_2_3 Spectral Count	T_2_4 Spectral Count	T_2_5 Spectral Count	T_2_6 Spectral Count	T_2_7 Spectral Count	T_2_8 Spectral Count	T_3_1 Spectral Count	T_3_2 Spectral Count	T_3_3 Spectral Count	T_3_4 Spectral Count	T_3_5 Spectral Count	T_3_6 Spectral Count	T_3_7 Spectral Count	T_3_8 Spectral Count	C_1_1 Unique Spectral Count	C_1_2 Unique Spectral Count	C_1_3 Unique Spectral Count	C_1_4 Unique Spectral Count	C_1_5 Unique Spectral Count	C_1_6 Unique Spectral Count	C_1_7 Unique Spectral Count	C_1_8 Unique Spectral Count	C_2_1 Unique Spectral Count	C_2_2 Unique Spectral Count	C_2_3 Unique Spectral Count	C_2_4 Unique Spectral Count	C_2_5 Unique Spectral Count	C_2_6 Unique Spectral Count	C_2_7 Unique Spectral Count	C_2_8 Unique Spectral Count	T_1_1 Unique Spectral Count	T_1_2 Unique Spectral Count	T_1_3 Unique Spectral Count	T_1_4 Unique Spectral Count	T_1_5 Unique Spectral Count	T_1_6 Unique Spectral Count	T_1_7 Unique Spectral Count	T_1_8 Unique Spectral Count	T_2_1 Unique Spectral Count	T_2_2 Unique Spectral Count	T_2_3 Unique Spectral Count	T_2_4 Unique Spectral Count	T_2_5 Unique Spectral Count	T_2_6 Unique Spectral Count	T_2_7 Unique Spectral Count	T_2_8 Unique Spectral Count	T_3_1 Unique Spectral Count	T_3_2 Unique Spectral Count	T_3_3 Unique Spectral Count	T_3_4 Unique Spectral Count	T_3_5 Unique Spectral Count	T_3_6 Unique Spectral Count	T_3_7 Unique Spectral Count	T_3_8 Unique Spectral Count	C_1_1 Total Spectral Count	C_1_2 Total Spectral Count	C_1_3 Total Spectral Count	C_1_4 Total Spectral Count	C_1_5 Total Spectral Count	C_1_6 Total Spectral Count	C_1_7 Total Spectral Count	C_1_8 Total Spectral Count	C_2_1 Total Spectral Count	C_2_2 Total Spectral Count	C_2_3 Total Spectral Count	C_2_4 Total Spectral Count	C_2_5 Total Spectral Count	C_2_6 Total Spectral Count	C_2_7 Total Spectral Count	C_2_8 Total Spectral Count	T_1_1 Total Spectral Count	T_1_2 Total Spectral Count	T_1_3 Total Spectral Count	T_1_4 Total Spectral Count	T_1_5 Total Spectral Count	T_1_6 Total Spectral Count	T_1_7 Total Spectral Count	T_1_8 Total Spectral Count	T_2_1 Total Spectral Count	T_2_2 Total Spectral Count	T_2_3 Total Spectral Count	T_2_4 Total Spectral Count	T_2_5 Total Spectral Count	T_2_6 Total Spectral Count	T_2_7 Total Spectral Count	T_2_8 Total Spectral Count	T_3_1 Total Spectral Count	T_3_2 Total Spectral Count	T_3_3 Total Spectral Count	T_3_4 Total Spectral Count	T_3_5 Total Spectral Count	T_3_6 Total Spectral Count	T_3_7 Total Spectral Count	T_3_8 Total Spectral Count	C_1_1 Intensity	C_1_2 Intensity	C_1_3 Intensity	C_1_4 Intensity	C_1_5 Intensity	C_1_6 Intensity	C_1_7 Intensity	C_1_8 Intensity	C_2_1 Intensity	C_2_2 Intensity	C_2_3 Intensity	C_2_4 Intensity	C_2_5 Intensity	C_2_6 Intensity	C_2_7 Intensity	C_2_8 Intensity	T_1_1 Intensity	T_1_2 Intensity	T_1_3 Intensity	T_1_4 Intensity	T_1_5 Intensity	T_1_6 Intensity	T_1_7 Intensity	T_1_8 Intensity	T_2_1 Intensity	T_2_2 Intensity	T_2_3 Intensity	T_2_4 Intensity	T_2_5 Intensity	T_2_6 Intensity	T_2_7 Intensity	T_2_8 Intensity	T_3_1 Intensity	T_3_2 Intensity	T_3_3 Intensity	T_3_4 Intensity	T_3_5 Intensity	T_3_6 Intensity	T_3_7 Intensity	T_3_8 Intensity	C_1_1 MaxLFQ Intensity	C_1_2 MaxLFQ Intensity	C_1_3 MaxLFQ Intensity	C_1_4 MaxLFQ Intensity	C_1_5 MaxLFQ Intensity	C_1_6 MaxLFQ Intensity	C_1_7 MaxLFQ Intensity	C_1_8 MaxLFQ Intensity	C_2_1 MaxLFQ Intensity	C_2_2 MaxLFQ Intensity	C_2_3 MaxLFQ Intensity	C_2_4 MaxLFQ Intensity	C_2_5 MaxLFQ Intensity	C_2_6 MaxLFQ Intensity	C_2_7 MaxLFQ Intensity	C_2_8 MaxLFQ Intensity	T_1_1 MaxLFQ Intensity	T_1_2 MaxLFQ Intensity	T_1_3 MaxLFQ Intensity	T_1_4 MaxLFQ Intensity	T_1_5 MaxLFQ Intensity	T_1_6 MaxLFQ Intensity	T_1_7 MaxLFQ Intensity	T_1_8 MaxLFQ Intensity	T_2_1 MaxLFQ Intensity	T_2_2 MaxLFQ Intensity	T_2_3 MaxLFQ Intensity	T_2_4 MaxLFQ Intensity	T_2_5 MaxLFQ Intensity	T_2_6 MaxLFQ Intensity	T_2_7 MaxLFQ Intensity	T_2_8 MaxLFQ Intensity	T_3_1 MaxLFQ Intensity	T_3_2 MaxLFQ Intensity	T_3_3 MaxLFQ Intensity	T_3_4 MaxLFQ Intensity	T_3_5 MaxLFQ Intensity	T_3_6 MaxLFQ Intensity	T_3_7 MaxLFQ Intensity	T_3_8 MaxLFQ Intensity	Indistinguishable Proteins
sp|P07913|TDH_ECOLI	P07913	TDH_ECOLI	tdh	341	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	L-threonine 3-dehydrogenase	1.0	0.999	8	87	87	87	3	3	3	6	0	0	0	0	6	4	7	9	1	0	0	0	3	3	5	3	1	0	0	0	2	3	2	4	0	0	0	0	3	1	5	8	2	0	0	0	3	3	3	6	0	0	0	0	6	4	7	9	1	0	0	0	3	3	5	3	1	0	0	0	2	3	2	4	0	0	0	0	3	1	5	8	2	0	0	0	3	3	3	6	0	0	0	0	6	4	7	9	1	0	0	0	3	3	5	3	1	0	0	0	2	3	2	4	0	0	0	0	3	1	5	8	2	0	0	0	1.77196352E8	2.84380192E8	2.12780096E8	4.37997888E8	0.0	0.0	0.0	0.0	5.9813107E8	5.9689626E8	9.4778714E8	1.14076851E9	3289076.5	0.0	0.0	0.0	1.77107632E8	4.1627704E7	3.26378496E8	2.72687776E8	5.9261992E7	0.0	0.0	0.0	2.72073056E8	2.43575232E8	1.93092112E8	2.24581104E8	0.0	0.0	0.0	0.0	1.162448E8	7.0408832E7	4.24111104E8	1.02302438E9	1.00677792E8	0.0	0.0	0.0	9.7485384E7	1.91368224E8	1.4295432E8	1.45413744E8	0.0	0.0	0.0	0.0	1.73098336E8	1.9117544E8	2.74331552E8	2.57010112E8	9.8539088E7	0.0	0.0	0.0	1.22932968E8	3.7780896E7	1.75004656E8	1.49450864E8	5.6200404E7	0.0	0.0	0.0	1.7241952E8	1.68857024E8	1.83116592E8	1.69089104E8	0.0	0.0	0.0	0.0	1.10239368E8	1.6131992E8	2.00675568E8	2.56644288E8	6.9171664E7	0.0	0.0	0.0	
sp|P08179|PUR3_ECOLI	P08179	PUR3_ECOLI	purN	212	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Phosphoribosylglycinamide formyltransferase	0.94	0.999	1	2	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9510696E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P08192|FOLC_ECOLI	P08192	FOLC_ECOLI	folC	422	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Dihydrofolate synthase/folylpolyglutamate synthase	1.0	0.999	4	6	6	6	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	3.7645344E7	0.0	0.0	0.0	0.0	0.0	0.0	3.7000932E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7845972E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0771304E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7000932E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6654798E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P08200|IDH_ECOLI	P08200	IDH_ECOLI	icd	416	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Isocitrate dehydrogenase [NADP]	1.0	0.999	23	339	339	339	11	16	19	22	0	0	0	0	20	17	20	21	0	0	0	0	16	8	23	16	0	0	0	0	23	11	14	17	0	0	0	0	16	16	17	16	0	0	0	0	11	16	19	22	0	0	0	0	20	17	20	21	0	0	0	0	16	8	23	16	0	0	0	0	23	11	14	17	0	0	0	0	16	16	17	16	0	0	0	0	11	16	19	22	0	0	0	0	20	17	20	21	0	0	0	0	16	8	23	16	0	0	0	0	23	11	14	17	0	0	0	0	16	16	17	16	0	0	0	0	3.08481741E9	4.7518459E9	3.5541399E9	3.40642253E9	0.0	0.0	0.0	0.0	6.6711972E9	6.0654669E9	4.9800008E9	6.3103191E9	0.0	0.0	0.0	0.0	3.72262349E9	1.76942064E8	4.9467945E9	2.18160666E9	0.0	0.0	0.0	0.0	4.349184E9	2.9370839E9	2.71002419E9	1.65646618E9	0.0	0.0	0.0	0.0	1.391984E9	2.21083878E9	4.5592724E9	2.98886323E9	0.0	0.0	0.0	0.0	7.9190285E8	1.19939866E9	8.4771104E8	8.3457798E8	0.0	0.0	0.0	0.0	1.42357133E9	1.28617075E9	1.33044454E9	1.37416179E9	0.0	0.0	0.0	0.0	7.6445498E8	6.1478504E7	1.40734042E9	5.25922336E8	0.0	0.0	0.0	0.0	9.8088333E8	9.5305702E8	8.4403213E8	4.70609632E8	0.0	0.0	0.0	0.0	3.3563152E8	4.62995936E8	1.01184813E9	8.1301267E8	0.0	0.0	0.0	0.0	
sp|P08244|PYRF_ECOLI	P08244	PYRF_ECOLI	pyrF	245	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Orotidine 5'-phosphate decarboxylase	0.99	0.999	2	8	8	8	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4.288516E7	5.7207016E7	0.0	0.0	0.0	0.0	0.0	0.0	2.2561772E7	5.6035968E7	0.0	0.0	0.0	0.0	0.0	0.0	5.5034208E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3620776E7	0.0	3.7490088E7	0.0	0.0	0.0	0.0	0.0	0.0	3.1487136E7	0.0	0.0	0.0	0.0	0.0	0.0	4.288516E7	5.7207016E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6035968E7	0.0	0.0	0.0	0.0	0.0	0.0	5.5034208E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3620776E7	0.0	3.7490088E7	0.0	0.0	0.0	0.0	0.0	0.0	3.1487136E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P08245|YCIH_ECOLI	P08245	YCIH_ECOLI	yciH	108	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Uncharacterized protein YciH	0.88	0.9978	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8008212E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P08312|SYFA_ECOLI	P08312	SYFA_ECOLI	pheS	327	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Phenylalanine--tRNA ligase alpha subunit	1.0	0.999	9	102	102	102	5	9	6	2	0	0	0	0	11	8	7	0	0	0	0	0	7	0	7	1	0	0	0	0	8	10	5	1	0	0	0	0	5	2	7	1	0	0	0	0	5	9	6	2	0	0	0	0	11	8	7	0	0	0	0	0	7	0	7	1	0	0	0	0	8	10	5	1	0	0	0	0	5	2	7	1	0	0	0	0	5	9	6	2	0	0	0	0	11	8	7	0	0	0	0	0	7	0	7	1	0	0	0	0	8	10	5	1	0	0	0	0	5	2	7	1	0	0	0	0	3.96024E8	8.9217683E8	4.13594304E8	1.1800664E8	0.0	0.0	0.0	0.0	9.0927699E8	7.4350483E8	7.0362419E8	0.0	0.0	0.0	0.0	0.0	4.66200384E8	0.0	4.79552736E8	1.2246148E7	0.0	0.0	0.0	0.0	5.7361043E8	6.5871027E8	3.73073248E8	2.5371054E7	0.0	0.0	0.0	0.0	2.33941312E8	1.47749904E8	6.5286368E8	4.2850332E7	0.0	0.0	0.0	0.0	1.350912E8	2.01103088E8	1.47711888E8	1.10509024E8	0.0	0.0	0.0	0.0	1.90920912E8	1.91696864E8	2.03746416E8	0.0	0.0	0.0	0.0	0.0	1.21961872E8	0.0	1.96020848E8	4.8655844E7	0.0	0.0	0.0	0.0	1.30134952E8	1.61479712E8	1.19028592E8	3.7351136E7	0.0	0.0	0.0	0.0	7.1104896E7	9.9446264E7	1.85149344E8	6.308404E7	0.0	0.0	0.0	0.0	
sp|P08331|CPDB_ECOLI	P08331	CPDB_ECOLI	cpdB	647	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	1.0	0.999	3	23	23	23	2	2	1	1	0	0	0	0	2	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	2	2	1	1	0	0	0	0	2	2	1	1	0	0	0	0	2	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	2	2	1	1	0	0	0	0	2	2	1	1	0	0	0	0	2	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	2	2	1	1	0	0	0	0	9.6490144E7	1.36225376E8	4.0372804E7	1.5137974E7	0.0	0.0	0.0	0.0	1.50872096E8	1.00099232E8	0.0	0.0	0.0	0.0	0.0	0.0	1.53700768E8	0.0	1.5662826E7	0.0	0.0	0.0	0.0	0.0	1.13116864E8	1.37634352E8	5.1864768E7	0.0	0.0	0.0	0.0	0.0	6.752184E7	7.3548112E7	4.5982572E7	2.1636288E7	0.0	0.0	0.0	0.0	5.398272E7	7.40634E7	4.0943252E7	1.5351866E7	0.0	0.0	0.0	0.0	8.3896792E7	5.6599988E7	0.0	0.0	0.0	0.0	0.0	0.0	8.5293176E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2623552E7	7.7923128E7	5.2597592E7	0.0	0.0	0.0	0.0	0.0	3.4942528E7	4.10537E7	4.6632284E7	2.1941998E7	0.0	0.0	0.0	0.0	
sp|P08390|USG_ECOLI	P08390	USG_ECOLI	usg	337	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	USG-1 protein	0.94	0.999	1	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9098056E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3005328E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9098056E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3005328E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P08622|DNAJ_ECOLI	P08622	DNAJ_ECOLI	dnaJ	376	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Chaperone protein DnaJ	0.99	0.999	2	9	9	9	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4.47543E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.10058E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1430572E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9598568E7	1.9631368E7	0.0	0.0	0.0	0.0	0.0	0.0	4.2927808E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.47543E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.10058E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1430572E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9598568E7	1.9631368E7	0.0	0.0	0.0	0.0	0.0	0.0	4.2927808E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P08660|AK3_ECOLI	P08660	AK3_ECOLI	lysC	449	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Lysine-sensitive aspartokinase 3	1.0	0.999	6	23	23	23	2	1	0	0	0	0	0	0	5	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	5	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	5	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	9.1126192E7	6.2168424E7	0.0	0.0	0.0	0.0	0.0	0.0	5.713984E8	4.8222272E7	0.0	0.0	0.0	0.0	0.0	0.0	2.74294304E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81626992E8	9.2558736E7	1.0548082E7	0.0	0.0	0.0	0.0	0.0	1.46868624E8	6.7999384E7	0.0	0.0	0.0	0.0	0.0	0.0	7.9280784E7	8.3659912E7	0.0	0.0	0.0	0.0	0.0	0.0	1.38310592E8	6.4892604E7	0.0	0.0	0.0	0.0	0.0	0.0	9.7967592E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.10065112E8	8.6367632E7	1.686091E7	0.0	0.0	0.0	0.0	0.0	4.9205664E7	6.509578E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P08839|PT1_ECOLI	P08839	PT1_ECOLI	ptsI	575	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Phosphoenolpyruvate-protein phosphotransferase	1.0	0.999	21	219	219	219	30	12	0	0	0	0	0	0	45	13	1	0	0	0	0	0	31	0	1	0	0	0	0	0	39	10	1	1	0	0	0	0	26	9	0	0	0	0	0	0	30	12	0	0	0	0	0	0	45	13	1	0	0	0	0	0	31	0	1	0	0	0	0	0	39	10	1	1	0	0	0	0	26	9	0	0	0	0	0	0	30	12	0	0	0	0	0	0	45	13	1	0	0	0	0	0	31	0	1	0	0	0	0	0	39	10	1	1	0	0	0	0	26	9	0	0	0	0	0	0	3.56254771E9	1.75206925E9	0.0	0.0	0.0	0.0	0.0	0.0	6.5112187E9	1.56102157E9	9360460.0	0.0	0.0	0.0	0.0	0.0	3.1263319E9	0.0	3.877644E7	0.0	0.0	0.0	0.0	0.0	3.67557606E9	8.8826509E8	1.2291093E7	5413521.5	0.0	0.0	0.0	0.0	1.86809946E9	4.04630432E8	0.0	0.0	0.0	0.0	0.0	0.0	4.32887328E8	2.68651072E8	0.0	0.0	0.0	0.0	0.0	0.0	7.4777901E8	2.3815328E8	1.1597676E7	0.0	0.0	0.0	0.0	0.0	4.31727456E8	0.0	4.804428E7	0.0	0.0	0.0	0.0	0.0	5.0812144E8	1.70786336E8	1.522875E7	6707391.0	0.0	0.0	0.0	0.0	2.60390848E8	9.832004E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P08997|MASY_ECOLI	P08997	MASY_ECOLI	aceB	533	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Malate synthase A	1.0	0.999	34	741	741	741	55	60	33	3	0	0	0	0	73	54	35	5	1	0	0	0	63	20	38	4	2	0	0	0	71	67	27	5	2	0	0	0	51	41	25	6	0	0	0	0	55	60	33	3	0	0	0	0	73	54	35	5	1	0	0	0	63	20	38	4	2	0	0	0	71	67	27	5	2	0	0	0	51	41	25	6	0	0	0	0	55	60	33	3	0	0	0	0	73	54	35	5	1	0	0	0	63	20	38	4	2	0	0	0	71	67	27	5	2	0	0	0	51	41	25	6	0	0	0	0	1.36504545E10	1.70532229E10	5.8447078E9	1.6812136E8	0.0	0.0	0.0	0.0	2.50437366E10	1.65195633E10	7.4461302E9	3.56128384E8	7694816.5	0.0	0.0	0.0	1.37654057E10	4.56482688E8	8.2722908E9	3.2581248E8	2.7294404E7	0.0	0.0	0.0	1.60520714E10	1.34583501E10	5.700756E9	1.7785344E8	1.5957532E7	0.0	0.0	0.0	7.685953E9	5.5497518E9	5.7532319E9	2.90504064E8	0.0	0.0	0.0	0.0	1.41055117E9	2.02218995E9	8.0110234E8	8.0849E7	0.0	0.0	0.0	0.0	2.69033677E9	1.91205696E9	1.31171008E9	1.1958308E8	9988585.0	0.0	0.0	0.0	1.47428698E9	8.207764E7	1.18603238E9	1.00155776E8	1.9864734E7	0.0	0.0	0.0	1.77935462E9	1.64770867E9	7.6362157E8	5.6978156E7	1.3240271E7	0.0	0.0	0.0	8.6505837E8	9.081927E8	1.04091718E9	1.06046536E8	0.0	0.0	0.0	0.0	
sp|P09053|AVTA_ECOLI	P09053	AVTA_ECOLI	avtA	417	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Valine--pyruvate aminotransferase	0.43	0.9786	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
