Protein ID,GO ID,Function,Link
P08191,GO:0031589|GO:0009289|GO:0043709|GO:0005537|GO:0033644|GO:0007155|GO:0009419|GO:0007638,cell-substrate adhesion|pilus|cell adhesion involved in single-species biofilm formation|D-mannose binding|host cell membrane|cell adhesion|pilus tip|mechanosensory behavior,https://www.uniprot.org/uniprotkb/P08191
P09126,GO:0006780|GO:0006782|GO:0004852,uroporphyrinogen III biosynthetic process|protoporphyrinogen IX biosynthetic process|uroporphyrinogen-III synthase activity,https://www.uniprot.org/uniprotkb/P09126
P0A6C5,GO:0004042|GO:0006526|GO:0004358|GO:0005737|GO:0103045,L-glutamate N-acetyltransferase activity|arginine biosynthetic process|glutamate N-acetyltransferase activity|cytoplasm|L-methionine N-acyltransferase activity,https://www.uniprot.org/uniprotkb/P0A6C5
P0A6E4,GO:0004055|GO:0006526|GO:0000053|GO:0000050|GO:0005737|GO:0042802|GO:0042803|GO:0005829|GO:0005524,argininosuccinate synthase activity|arginine biosynthetic process|argininosuccinate metabolic process|urea cycle|cytoplasm|identical protein binding|protein homodimerization activity|cytosol|ATP binding,https://www.uniprot.org/uniprotkb/P0A6E4
P0A6E6,GO:0045259|GO:0045261|GO:0042777|GO:0005886|GO:0005524|GO:0015986|GO:0046933,"proton-transporting ATP synthase complex|proton-transporting ATP synthase complex, catalytic core F(1)|proton motive force-driven plasma membrane ATP synthesis|plasma membrane|ATP binding|proton motive force-driven ATP synthesis|proton-transporting ATP synthase activity, rotational mechanism",https://www.uniprot.org/uniprotkb/P0A6E6
P0A6L7,GO:0009026|GO:0008926|GO:0019698|GO:0005829|GO:0019592,tagaturonate reductase activity|mannitol-1-phosphate 5-dehydrogenase activity|D-galacturonate catabolic process|cytosol|mannitol catabolic process,https://www.uniprot.org/uniprotkb/P0A6L7
P0A6W5,GO:0001108|GO:0070063|GO:0032784|GO:0005737|GO:0003677|GO:0006354|GO:0005829,bacterial-type RNA polymerase holo enzyme binding|RNA polymerase binding|regulation of DNA-templated transcription elongation|cytoplasm|DNA binding|DNA-templated transcription elongation|cytosol,https://www.uniprot.org/uniprotkb/P0A6W5
P0A705,GO:0016020|GO:0003743|GO:0097216|GO:0006413|GO:0061077|GO:0005737|GO:0005829|GO:0005525|GO:0043024|GO:0003924|GO:0009409,membrane|translation initiation factor activity|guanosine tetraphosphate binding|translational initiation|chaperone-mediated protein folding|cytoplasm|cytosol|GTP binding|ribosomal small subunit binding|GTPase activity|response to cold,https://www.uniprot.org/uniprotkb/P0A705
P0A707,GO:0016020|GO:0003723|GO:0003743|GO:0032790|GO:0005829|GO:0043022|GO:0009409,membrane|RNA binding|translation initiation factor activity|ribosome disassembly|cytosol|ribosome binding|response to cold,https://www.uniprot.org/uniprotkb/P0A707
P0A725,GO:0009245|GO:0008270|GO:0005737|GO:0005506|GO:0008759|GO:0019213|GO:0103117,lipid A biosynthetic process|zinc ion binding|cytoplasm|iron ion binding|UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity|deacetylase activity|UDP-3-O-acyl-N-acetylglucosamine deacetylase activity,https://www.uniprot.org/uniprotkb/P0A725
P0A769,GO:0006824|GO:0006828|GO:0006826|GO:0015691|GO:0015078|GO:0015086|GO:0140967|GO:0030001|GO:0005886|GO:0015293|GO:0015292|GO:0005384|GO:0034755|GO:0046872,cobalt ion transport|manganese ion transport|iron ion transport|cadmium ion transport|proton transmembrane transporter activity|cadmium ion transmembrane transporter activity|manganese import into cell|metal ion transport|plasma membrane|symporter activity|uniporter activity|manganese ion transmembrane transporter activity|iron ion transmembrane transport|metal ion binding,https://www.uniprot.org/uniprotkb/P0A769
P0A7D7,GO:0016020|GO:0009236|GO:0097216|GO:0004639|GO:0006189|GO:0005829|GO:0005524,membrane|cobalamin biosynthetic process|guanosine tetraphosphate binding|phosphoribosylaminoimidazolesuccinocarboxamide synthase activity|'de novo' IMP biosynthetic process|cytosol|ATP binding,https://www.uniprot.org/uniprotkb/P0A7D7
P0A7E5,GO:0003883|GO:0097268|GO:0000287|GO:0051289|GO:0006541|GO:0004359|GO:0006241|GO:0019856|GO:0042802|GO:0005829|GO:0005524|GO:0032991|GO:0044210,CTP synthase activity|cytoophidium|magnesium ion binding|protein homotetramerization|glutamine metabolic process|glutaminase activity|CTP biosynthetic process|pyrimidine nucleobase biosynthetic process|identical protein binding|cytosol|ATP binding|protein-containing complex|'de novo' CTP biosynthetic process,https://www.uniprot.org/uniprotkb/P0A7E5
P0A7L0,GO:0003735|GO:0002181|GO:0000049|GO:0000027|GO:0005737|GO:0045947|GO:0019843|GO:0005829|GO:0022625,structural constituent of ribosome|cytoplasmic translation|tRNA binding|ribosomal large subunit assembly|cytoplasm|negative regulation of translational initiation|rRNA binding|cytosol|cytosolic large ribosomal subunit,https://www.uniprot.org/uniprotkb/P0A7L0
P0A7V3,GO:0003729|GO:0003735|GO:0002181|GO:0000028|GO:0005737|GO:0019843|GO:0005829|GO:0022627,mRNA binding|structural constituent of ribosome|cytoplasmic translation|ribosomal small subunit assembly|cytoplasm|rRNA binding|cytosol|cytosolic small ribosomal subunit,https://www.uniprot.org/uniprotkb/P0A7V3
P0A7V8,GO:0031564|GO:0003735|GO:0000900|GO:0002181|GO:0048027|GO:0000028|GO:0005737|GO:1990145|GO:0045947|GO:0006353|GO:0019843|GO:0005829|GO:0042274|GO:0015935|GO:0022627|GO:0046677,transcription antitermination|structural constituent of ribosome|mRNA regulatory element binding translation repressor activity|cytoplasmic translation|mRNA 5'-UTR binding|ribosomal small subunit assembly|cytoplasm|maintenance of translational fidelity|negative regulation of translational initiation|DNA-templated transcription termination|rRNA binding|cytosol|ribosomal small subunit biogenesis|small ribosomal subunit|cytosolic small ribosomal subunit|response to antibiotic,https://www.uniprot.org/uniprotkb/P0A7V8
P0A8D0,GO:0008270|GO:0003690|GO:0045892|GO:0005524,zinc ion binding|double-stranded DNA binding|negative regulation of DNA-templated transcription|ATP binding,https://www.uniprot.org/uniprotkb/P0A8D0
P0A8P8,GO:0071139|GO:0009009|GO:0009037|GO:0009314|GO:0048476|GO:0051301|GO:0005737|GO:0003677|GO:0006313|GO:0006276|GO:0007059,resolution of DNA recombination intermediates|site-specific recombinase activity|tyrosine-based site-specific recombinase activity|response to radiation|Holliday junction resolvase complex|cell division|cytoplasm|DNA binding|DNA transposition|plasmid maintenance|chromosome segregation,https://www.uniprot.org/uniprotkb/P0A8P8
P0A8W8,GO:0006974|GO:0042802|GO:0005829,DNA damage response|identical protein binding|cytosol,https://www.uniprot.org/uniprotkb/P0A8W8
P0A937,GO:0016020|GO:0051205|GO:0043165|GO:0030674|GO:0042802|GO:1990063|GO:0046677,membrane|protein insertion into membrane|Gram-negative-bacterium-type cell outer membrane assembly|protein-macromolecule adaptor activity|identical protein binding|Bam protein complex|response to antibiotic,https://www.uniprot.org/uniprotkb/P0A937
P0A9B6,GO:0051287|GO:0004365|GO:0048001|GO:0008615|GO:0006006|GO:0042823|GO:0005829,NAD binding|glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity|erythrose-4-phosphate dehydrogenase activity|pyridoxine biosynthetic process|glucose metabolic process|pyridoxal phosphate biosynthetic process|cytosol,https://www.uniprot.org/uniprotkb/P0A9B6
P0A9I5,GO:0051224|GO:0005737|GO:0005048,negative regulation of protein transport|cytoplasm|signal sequence binding,https://www.uniprot.org/uniprotkb/P0A9I5
P0A9P9,GO:0046183|GO:0008874|GO:0042803,L-idonate catabolic process|gluconate 5-dehydrogenase activity|protein homodimerization activity,https://www.uniprot.org/uniprotkb/P0A9P9
P0A9U1,GO:1990961|GO:0090452|GO:0006855|GO:0016887|GO:0035725|GO:0015562|GO:0005886|GO:0005524|GO:0055052|GO:0015904,"xenobiotic detoxification by transmembrane export across the plasma membrane|lithium ion transmembrane transport|xenobiotic transmembrane transport|ATP hydrolysis activity|sodium ion transmembrane transport|efflux transmembrane transporter activity|plasma membrane|ATP binding|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|tetracycline transmembrane transport",https://www.uniprot.org/uniprotkb/P0A9U1
P0A9Y6,GO:0016020|GO:0003723|GO:0051087|GO:0060567|GO:0003697|GO:0003676|GO:0001072|GO:0042803|GO:0005829|GO:0034605|GO:0010468,"membrane|RNA binding|protein-folding chaperone binding|negative regulation of termination of DNA-templated transcription|single-stranded DNA binding|nucleic acid binding|transcription antitermination factor activity, RNA binding|protein homodimerization activity|cytosol|cellular response to heat|regulation of gene expression",https://www.uniprot.org/uniprotkb/P0A9Y6
P0AA37,GO:0003723|GO:0120159|GO:0000455|GO:0106029|GO:0031118|GO:0031119|GO:0001522|GO:0008033|GO:0006364|GO:0160142|GO:0160151|GO:0009451|GO:0009982,RNA binding|rRNA pseudouridine synthase activity|enzyme-directed rRNA pseudouridine synthesis|tRNA pseudouridine synthase activity|rRNA pseudouridine synthesis|tRNA pseudouridine synthesis|pseudouridine synthesis|tRNA processing|rRNA processing|23S rRNA pseudouridine(746) synthase activity|tRNA pseudouridine(32) synthase activity|RNA modification|pseudouridine synthase activity,https://www.uniprot.org/uniprotkb/P0AA37
P0AAG5,GO:0016020|GO:0034040|GO:0016887|GO:0008559|GO:0005886|GO:0005524|GO:0055085|GO:0046618,membrane|ATPase-coupled lipid transmembrane transporter activity|ATP hydrolysis activity|ABC-type xenobiotic transporter activity|plasma membrane|ATP binding|transmembrane transport|xenobiotic export from cell,https://www.uniprot.org/uniprotkb/P0AAG5
P0AAQ2,GO:0004519|GO:0008270|GO:0003676|GO:0005829,endonuclease activity|zinc ion binding|nucleic acid binding|cytosol,https://www.uniprot.org/uniprotkb/P0AAQ2
P0AB98,GO:0045259|GO:0045263|GO:0042777|GO:0005886|GO:0046933,"proton-transporting ATP synthase complex|proton-transporting ATP synthase complex, coupling factor F(o)|proton motive force-driven plasma membrane ATP synthesis|plasma membrane|proton-transporting ATP synthase activity, rotational mechanism",https://www.uniprot.org/uniprotkb/P0AB98
P0ABK2,GO:0016020|GO:0009055|GO:0016682|GO:0070069|GO:0005886|GO:0006119|GO:0019646|GO:0046872,"membrane|electron transfer activity|oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor|cytochrome complex|plasma membrane|oxidative phosphorylation|aerobic electron transport chain|metal ion binding",https://www.uniprot.org/uniprotkb/P0ABK2
P0ABU2,GO:0006979|GO:0016887|GO:0004857|GO:0005737|GO:0042803|GO:0005525|GO:0005524|GO:0043022|GO:0043023|GO:0046872,response to oxidative stress|ATP hydrolysis activity|enzyme inhibitor activity|cytoplasm|protein homodimerization activity|GTP binding|ATP binding|ribosome binding|ribosomal large subunit binding|metal ion binding,https://www.uniprot.org/uniprotkb/P0ABU2
P0AC78,GO:0016020|GO:0009243|GO:0009246|GO:0009276|GO:0000287|GO:0036380|GO:0016757|GO:0016780|GO:0030145|GO:0008963|GO:0005886|GO:0042802|GO:0009103|GO:0044038|GO:0071555,"membrane|O antigen biosynthetic process|enterobacterial common antigen biosynthetic process|Gram-negative-bacterium-type cell wall|magnesium ion binding|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity|glycosyltransferase activity|phosphotransferase activity, for other substituted phosphate groups|manganese ion binding|phospho-N-acetylmuramoyl-pentapeptide-transferase activity|plasma membrane|identical protein binding|lipopolysaccharide biosynthetic process|cell wall macromolecule biosynthetic process|cell wall organization",https://www.uniprot.org/uniprotkb/P0AC78
P0ACD8,GO:0016020|GO:0009055|GO:0009061|GO:0009267|GO:1902421|GO:0016151|GO:0033748|GO:0098567|GO:0008901|GO:0030288|GO:0006113|GO:0019645|GO:0044569,membrane|electron transfer activity|anaerobic respiration|cellular response to starvation|hydrogen metabolic process|nickel cation binding|hydrogenase (acceptor) activity|periplasmic side of plasma membrane|ferredoxin hydrogenase activity|outer membrane-bounded periplasmic space|fermentation|anaerobic electron transport chain|[Ni-Fe] hydrogenase complex,https://www.uniprot.org/uniprotkb/P0ACD8
P0ACP7,GO:0003700|GO:0001217|GO:1900372|GO:0000976|GO:0002057|GO:0006164|GO:0006355|GO:0045892|GO:0042803|GO:0005829,DNA-binding transcription factor activity|DNA-binding transcription repressor activity|negative regulation of purine nucleotide biosynthetic process|transcription cis-regulatory region binding|guanine binding|purine nucleotide biosynthetic process|regulation of DNA-templated transcription|negative regulation of DNA-templated transcription|protein homodimerization activity|cytosol,https://www.uniprot.org/uniprotkb/P0ACP7
P0ADV5,GO:0016705|GO:0005829,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|cytosol",https://www.uniprot.org/uniprotkb/P0ADV5
P0AE52,GO:0006979|GO:0008379|GO:0045454|GO:0005737|GO:0032843|GO:0005829|GO:0034599,response to oxidative stress|thioredoxin peroxidase activity|cell redox homeostasis|cytoplasm|hydroperoxide reductase activity|cytosol|cellular response to oxidative stress,https://www.uniprot.org/uniprotkb/P0AE52
P0AE82,GO:0009314|GO:0036460|GO:0043708|GO:0004721|GO:0000155|GO:0005886|GO:0042802|GO:0005524|GO:0007165,response to radiation|cellular response to cell envelope stress|cell adhesion involved in biofilm formation|phosphoprotein phosphatase activity|phosphorelay sensor kinase activity|plasma membrane|identical protein binding|ATP binding|signal transduction,https://www.uniprot.org/uniprotkb/P0AE82
P0AEB0,GO:0016020|GO:0015709|GO:1902358|GO:0035796|GO:0005886|GO:0015419,"membrane|thiosulfate transport|sulfate transmembrane transport|ATP-binding cassette (ABC) transporter complex, transmembrane substrate-binding subunit-containing|plasma membrane|ABC-type sulfate transporter activity",https://www.uniprot.org/uniprotkb/P0AEB0
P0AEE1,GO:0042597|GO:0005886,periplasmic space|plasma membrane,https://www.uniprot.org/uniprotkb/P0AEE1
P0AEE3,GO:0071218|GO:0004252|GO:0006508|GO:0008236|GO:0008233|GO:0005886|GO:0042802|GO:0030288,cellular response to misfolded protein|serine-type endopeptidase activity|proteolysis|serine-type peptidase activity|peptidase activity|plasma membrane|identical protein binding|outer membrane-bounded periplasmic space,https://www.uniprot.org/uniprotkb/P0AEE3
P0AEK7,GO:0016020|GO:0006788|GO:0009055|GO:0009061|GO:0009326|GO:0036397|GO:0008863|GO:0005886|GO:0015944|GO:0020037|GO:0019645|GO:0046872,membrane|heme oxidation|electron transfer activity|anaerobic respiration|formate dehydrogenase complex|formate dehydrogenase (quinone) activity|formate dehydrogenase (NAD+) activity|plasma membrane|formate oxidation|heme binding|anaerobic electron transport chain|metal ion binding,https://www.uniprot.org/uniprotkb/P0AEK7
P0AFG8,GO:0016020|GO:0000287|GO:0004739|GO:0004738|GO:0036094|GO:0045254|GO:0060090|GO:0042802|GO:0042803|GO:0042867|GO:0005829|GO:0030976,membrane|magnesium ion binding|pyruvate dehydrogenase (acetyl-transferring) activity|pyruvate dehydrogenase activity|small molecule binding|pyruvate dehydrogenase complex|molecular adaptor activity|identical protein binding|protein homodimerization activity|pyruvate catabolic process|cytosol|thiamine pyrophosphate binding,https://www.uniprot.org/uniprotkb/P0AFG8
P0AFH2,GO:0016020|GO:0015833|GO:0015031|GO:0005886|GO:0055052|GO:0140205|GO:0140207,"membrane|peptide transport|protein transport|plasma membrane|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|oligopeptide import across plasma membrane|tripeptide import across plasma membrane",https://www.uniprot.org/uniprotkb/P0AFH2
P0AFS1,GO:0016020|GO:0009372|GO:1905887|GO:0005886|GO:0055052|GO:0022857,"membrane|quorum sensing|autoinducer AI-2 transmembrane transport|plasma membrane|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|transmembrane transporter activity",https://www.uniprot.org/uniprotkb/P0AFS1
