Protein ID,GO ID,Function,Link
P54964,GO:0000467|GO:0000002|GO:0008408|GO:0000175|GO:0005739|GO:0003676|GO:0034475|GO:0034476,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|mitochondrial genome maintenance|3'-5' exonuclease activity|3'-5'-RNA exonuclease activity|mitochondrion|nucleic acid binding|U4 snRNA 3'-end processing|U5 snRNA 3'-end processing",https://www.uniprot.org/uniprotkb/P54964
P62651,GO:0000506|GO:0006506|GO:0031505|GO:0005789|GO:0005783|GO:0005095|GO:0007265,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex|GPI anchor biosynthetic process|fungal-type cell wall organization|endoplasmic reticulum membrane|endoplasmic reticulum|GTPase inhibitor activity|Ras protein signal transduction,https://www.uniprot.org/uniprotkb/P62651
Q02890,GO:0036503|GO:0120125|GO:0097466|GO:0000224|GO:0006515|GO:0005737|GO:0005739|GO:0005634|GO:0005829|GO:0046872,ERAD pathway|PNGase complex|ubiquitin-dependent glycoprotein ERAD pathway|peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity|protein quality control for misfolded or incompletely synthesized proteins|cytoplasm|mitochondrion|nucleus|cytosol|metal ion binding,https://www.uniprot.org/uniprotkb/Q02890
Q03063,GO:0003714|GO:1990526|GO:1990527|GO:2000218|GO:2000221|GO:0000122|GO:0045894|GO:0005634|GO:0071444|GO:0010570,"transcription corepressor activity|Ste12p-Dig1p-Dig2p complex|Tec1p-Ste12p-Dig1p complex|negative regulation of invasive growth in response to glucose limitation|negative regulation of pseudohyphal growth|negative regulation of transcription by RNA polymerase II|negative regulation of mating-type specific transcription, DNA-templated|nucleus|cellular response to pheromone|regulation of filamentous growth",https://www.uniprot.org/uniprotkb/Q03063
Q03435,GO:0000722|GO:0000404|GO:0045027|GO:0006302|GO:0006338|GO:0006355|GO:0006281|GO:0005634|GO:0031011,telomere maintenance via recombination|heteroduplex DNA loop binding|DNA end binding|double-strand break repair|chromatin remodeling|regulation of DNA-templated transcription|DNA repair|nucleus|Ino80 complex,https://www.uniprot.org/uniprotkb/Q03435
Q03466,GO:0000932|GO:0000184|GO:0070034|GO:0042162|GO:0005737|GO:0006310|GO:0005697|GO:0017148|GO:0000781,"P-body|nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|telomerase RNA binding|telomeric DNA binding|cytoplasm|DNA recombination|telomerase holoenzyme complex|negative regulation of translation|chromosome, telomeric region",https://www.uniprot.org/uniprotkb/Q03466
Q03713,GO:0097250|GO:0005746|GO:0005743|GO:0005739|GO:0033617|GO:0010155,mitochondrial respirasome assembly|obsolete mitochondrial respirasome|mitochondrial inner membrane|mitochondrion|mitochondrial cytochrome c oxidase assembly|regulation of proton transport,https://www.uniprot.org/uniprotkb/Q03713
Q03776,GO:0003723|GO:0071004|GO:0000395|GO:0000243|GO:0000398|GO:0005634|GO:0005681|GO:0005685,"RNA binding|U2-type prespliceosome|mRNA 5'-splice site recognition|commitment complex|mRNA splicing, via spliceosome|nucleus|spliceosomal complex|U1 snRNP",https://www.uniprot.org/uniprotkb/Q03776
Q03833,GO:0001227|GO:0071071|GO:0000978|GO:0051864|GO:0000122|GO:0005739|GO:0045944|GO:0006338|GO:0005634|GO:0005829|GO:0000785|GO:0010468|GO:0032454|GO:0046872,"DNA-binding transcription repressor activity, RNA polymerase II-specific|regulation of phospholipid biosynthetic process|RNA polymerase II cis-regulatory region sequence-specific DNA binding|histone H3K36 demethylase activity|negative regulation of transcription by RNA polymerase II|mitochondrion|positive regulation of transcription by RNA polymerase II|chromatin remodeling|nucleus|cytosol|chromatin|regulation of gene expression|histone H3K9 demethylase activity|metal ion binding",https://www.uniprot.org/uniprotkb/Q03833
Q04602,GO:0015802|GO:0000329|GO:0015174|GO:0055085,basic amino acid transport|fungal-type vacuole membrane|basic amino acid transmembrane transporter activity|transmembrane transport,https://www.uniprot.org/uniprotkb/Q04602
Q04930,GO:0003712|GO:0003714|GO:0005737|GO:0006357|GO:0005634|GO:0000785|GO:0010688,transcription coregulator activity|transcription corepressor activity|cytoplasm|regulation of transcription by RNA polymerase II|nucleus|chromatin|negative regulation of ribosomal protein gene transcription by RNA polymerase II,https://www.uniprot.org/uniprotkb/Q04930
Q06177,GO:0005737|GO:0005634,cytoplasm|nucleus,https://www.uniprot.org/uniprotkb/Q06177
Q06543,GO:0006606|GO:0005525|GO:0003924|GO:0007064,protein import into nucleus|GTP binding|GTPase activity|mitotic sister chromatid cohesion,https://www.uniprot.org/uniprotkb/Q06543
Q06698,GO:0003723|GO:0003724|GO:0003729|GO:0004386|GO:0016887|GO:0005737|GO:0005739|GO:0005524,RNA binding|RNA helicase activity|mRNA binding|helicase activity|ATP hydrolysis activity|cytoplasm|mitochondrion|ATP binding,https://www.uniprot.org/uniprotkb/Q06698
Q07528,GO:0010009|GO:0034045|GO:0000407|GO:0006886|GO:0016236|GO:0042147|GO:0005768|GO:0005829|GO:0034498|GO:0032266|GO:0032258,"cytoplasmic side of endosome membrane|phagophore assembly site membrane|phagophore assembly site|intracellular protein transport|macroautophagy|retrograde transport, endosome to Golgi|endosome|cytosol|early endosome to Golgi transport|phosphatidylinositol-3-phosphate binding|cytoplasm to vacuole targeting by the Cvt pathway",https://www.uniprot.org/uniprotkb/Q07528
Q07732,GO:0000001|GO:0051301|GO:0070056|GO:0005777|GO:0030476|GO:0005628|GO:0005816|GO:0030435|GO:0032120,mitochondrion inheritance|cell division|prospore membrane leading edge|peroxisome|ascospore wall assembly|prospore membrane|spindle pole body|sporulation resulting in formation of a cellular spore|ascospore-type prospore membrane formation,https://www.uniprot.org/uniprotkb/Q07732
Q07807,GO:0003730|GO:0003729|GO:0009060|GO:0000956|GO:0000288|GO:0051646|GO:0045727|GO:0008298|GO:0042149|GO:0005737|GO:0007005|GO:0010795|GO:0032473,"mRNA 3'-UTR binding|mRNA binding|aerobic respiration|nuclear-transcribed mRNA catabolic process|nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay|mitochondrion localization|positive regulation of translation|intracellular mRNA localization|cellular response to glucose starvation|cytoplasm|mitochondrion organization|regulation of ubiquinone biosynthetic process|cytoplasmic side of mitochondrial outer membrane",https://www.uniprot.org/uniprotkb/Q07807
Q07829,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/Q07829
Q08217,GO:2000766|GO:0004674|GO:0060917|GO:0035556|GO:0106310|GO:0005737|GO:0005739|GO:0005634|GO:0045719|GO:0005829|GO:0005524,negative regulation of cytoplasmic translation|protein serine/threonine kinase activity|regulation of (1->6)-beta-D-glucan biosynthetic process|intracellular signal transduction|protein serine kinase activity|cytoplasm|mitochondrion|nucleus|negative regulation of glycogen biosynthetic process|cytosol|ATP binding,https://www.uniprot.org/uniprotkb/Q08217
Q08226,GO:0070651,nonfunctional rRNA decay,https://www.uniprot.org/uniprotkb/Q08226
Q08923,GO:0070210|GO:0035064|GO:0061188|GO:0061186|GO:0030174|GO:0006334|GO:0006357|GO:0045893|GO:0005634|GO:0033698|GO:0046872,Rpd3L-Expanded complex|methylated histone binding|negative regulation of rDNA heterochromatin formation|negative regulation of silent mating-type cassette heterochromatin formation|regulation of DNA-templated DNA replication initiation|nucleosome assembly|regulation of transcription by RNA polymerase II|positive regulation of DNA-templated transcription|nucleus|Rpd3L complex|metal ion binding,https://www.uniprot.org/uniprotkb/Q08923
Q12196,GO:0000324|GO:0000462|GO:0004672|GO:0004674|GO:0016479|GO:0016787|GO:0090234|GO:0051301|GO:2000234|GO:0106310|GO:0000122|GO:0005737|GO:0005739|GO:0003682|GO:0005634|GO:0030688|GO:0030874|GO:0005829|GO:0005524|GO:0030490|GO:0000776|GO:0007096|GO:0046872,"fungal-type vacuole|maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|protein kinase activity|protein serine/threonine kinase activity|negative regulation of transcription by RNA polymerase I|hydrolase activity|regulation of kinetochore assembly|cell division|positive regulation of rRNA processing|protein serine kinase activity|negative regulation of transcription by RNA polymerase II|cytoplasm|mitochondrion|chromatin binding|nucleus|preribosome, small subunit precursor|nucleolar chromatin|cytosol|ATP binding|maturation of SSU-rRNA|kinetochore|regulation of exit from mitosis|metal ion binding",https://www.uniprot.org/uniprotkb/Q12196
Q12251,GO:1902557|GO:1902558|GO:1902559|GO:0051503|GO:0005743|GO:0005739|GO:0015215|GO:0046964,5'-adenylyl sulfate transmembrane transporter activity|5'-adenylyl sulfate transmembrane transport|3'-phospho-5'-adenylyl sulfate transmembrane transport|adenine nucleotide transport|mitochondrial inner membrane|mitochondrion|nucleotide transmembrane transporter activity|3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity,https://www.uniprot.org/uniprotkb/Q12251
Q12266,GO:0003723|GO:0005737,RNA binding|cytoplasm,https://www.uniprot.org/uniprotkb/Q12266
Q12329,GO:0006457|GO:0051082|GO:0051259|GO:0005737|GO:0042542|GO:0007010|GO:0009651|GO:0009408|GO:0140311,protein folding|unfolded protein binding|protein complex oligomerization|cytoplasm|response to hydrogen peroxide|cytoskeleton organization|response to salt stress|response to heat|protein sequestering activity,https://www.uniprot.org/uniprotkb/Q12329
Q12344,GO:0006887|GO:0006888|GO:0043332|GO:0016192|GO:0000131|GO:0005737|GO:0005798|GO:0015031|GO:0005096|GO:0005886|GO:0005829|GO:0005934|GO:0005935,exocytosis|endoplasmic reticulum to Golgi vesicle-mediated transport|mating projection tip|vesicle-mediated transport|incipient cellular bud site|cytoplasm|Golgi-associated vesicle|protein transport|GTPase activator activity|plasma membrane|cytosol|cellular bud tip|cellular bud neck,https://www.uniprot.org/uniprotkb/Q12344
Q12466,GO:0061817|GO:0090158|GO:0008289|GO:0060304|GO:0035621|GO:0005739|GO:0005789|GO:0005783|GO:0055091|GO:0005886|GO:0005544|GO:0032541|GO:0046872|GO:0071944,endoplasmic reticulum-plasma membrane tethering|endoplasmic reticulum membrane organization|lipid binding|regulation of phosphatidylinositol dephosphorylation|ER to Golgi ceramide transport|mitochondrion|endoplasmic reticulum membrane|endoplasmic reticulum|phospholipid homeostasis|plasma membrane|calcium-dependent phospholipid binding|cortical endoplasmic reticulum|metal ion binding|cell periphery,https://www.uniprot.org/uniprotkb/Q12466
Q99222,GO:0000282|GO:0048471|GO:0051666|GO:0005737|GO:0005634|GO:0005886|GO:0005935|GO:0005938,cellular bud site selection|perinuclear region of cytoplasm|actin cortical patch localization|cytoplasm|nucleus|plasma membrane|cellular bud neck|cell cortex,https://www.uniprot.org/uniprotkb/Q99222
O14455,GO:0003723|GO:0003735|GO:0002181|GO:0005829|GO:0022625,RNA binding|structural constituent of ribosome|cytoplasmic translation|cytosol|cytosolic large ribosomal subunit,https://www.uniprot.org/uniprotkb/O14455
P02406,GO:0003723|GO:0003735|GO:0002181|GO:0005737|GO:0005634|GO:0005829|GO:0022625,RNA binding|structural constituent of ribosome|cytoplasmic translation|cytoplasm|nucleus|cytosol|cytosolic large ribosomal subunit,https://www.uniprot.org/uniprotkb/P02406
P04806,GO:1990539|GO:0046323|GO:0004340|GO:0004396|GO:0051156|GO:0008865|GO:0001678|GO:0005737|GO:0005739|GO:0006000|GO:0006006|GO:0006013|GO:0005829|GO:0005524|GO:0005536|GO:0006096|GO:0019158|GO:0046835,fructose import across plasma membrane|glucose import|glucokinase activity|hexokinase activity|glucose 6-phosphate metabolic process|fructokinase activity|intracellular glucose homeostasis|cytoplasm|mitochondrion|fructose metabolic process|glucose metabolic process|mannose metabolic process|cytosol|ATP binding|D-glucose binding|glycolytic process|mannokinase activity|carbohydrate phosphorylation,https://www.uniprot.org/uniprotkb/P04806
P09368,GO:0004657|GO:0005759|GO:0005739|GO:0010133|GO:0071949,proline dehydrogenase activity|mitochondrial matrix|mitochondrion|proline catabolic process to glutamate|FAD binding,https://www.uniprot.org/uniprotkb/P09368
P09798,GO:0016567|GO:0051445|GO:0051301|GO:0031145|GO:0005737|GO:0005634|GO:0005680|GO:0045842|GO:0005829|GO:0007346|GO:0032297,protein ubiquitination|regulation of meiotic cell cycle|cell division|anaphase-promoting complex-dependent catabolic process|cytoplasm|nucleus|anaphase-promoting complex|positive regulation of mitotic metaphase/anaphase transition|cytosol|regulation of mitotic cell cycle|negative regulation of DNA-templated DNA replication initiation,https://www.uniprot.org/uniprotkb/P09798
P0C5P6,NA,NA,https://www.uniprot.org/uniprotkb/P0C5P6
P0CD98,GO:0005886|GO:0015250,plasma membrane|water channel activity,https://www.uniprot.org/uniprotkb/P0CD98
P0CF19,GO:0016020|GO:0005783|GO:0055085|GO:0022857,membrane|endoplasmic reticulum|transmembrane transport|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P0CF19
P0CX12,GO:0016020|GO:0000324|GO:0043328|GO:0005768,membrane|fungal-type vacuole|protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway|endosome,https://www.uniprot.org/uniprotkb/P0CX12
P0CX47,GO:0003735|GO:0000462|GO:0006412|GO:0000028|GO:0030686|GO:0019843|GO:0005829|GO:0022627,"structural constituent of ribosome|maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|translation|ribosomal small subunit assembly|90S preribosome|rRNA binding|cytosol|cytosolic small ribosomal subunit",https://www.uniprot.org/uniprotkb/P0CX47
P10823,GO:0001403|GO:0010255|GO:0031683|GO:0008361|GO:0001664|GO:0005737|GO:0005739|GO:0005886|GO:0005829|GO:0005834|GO:0005525|GO:0030437|GO:0003924|GO:0009757|GO:0010737|GO:0007124|GO:0007189|GO:0007165|GO:0046872,invasive growth in response to glucose limitation|glucose mediated signaling pathway|G-protein beta/gamma-subunit complex binding|regulation of cell size|G protein-coupled receptor binding|cytoplasm|mitochondrion|plasma membrane|cytosol|heterotrimeric G-protein complex|GTP binding|ascospore formation|GTPase activity|hexose mediated signaling|protein kinase A signaling|pseudohyphal growth|adenylate cyclase-activating G protein-coupled receptor signaling pathway|signal transduction|metal ion binding,https://www.uniprot.org/uniprotkb/P10823
P13188,GO:0003729|GO:1990825|GO:0006425|GO:0004819|GO:0005739|GO:0005829|GO:0005524,mRNA binding|sequence-specific mRNA binding|glutaminyl-tRNA aminoacylation|glutamine-tRNA ligase activity|mitochondrion|cytosol|ATP binding,https://www.uniprot.org/uniprotkb/P13188
P13663,GO:0004073|GO:0009086|GO:0009089|GO:0009088|GO:0009097|GO:0009090|GO:0051287|GO:0050661|GO:0005737|GO:0005634|GO:0005886|GO:0046983,aspartate-semialdehyde dehydrogenase activity|methionine biosynthetic process|lysine biosynthetic process via diaminopimelate|threonine biosynthetic process|isoleucine biosynthetic process|homoserine biosynthetic process|NAD binding|NADP binding|cytoplasm|nucleus|plasma membrane|protein dimerization activity,https://www.uniprot.org/uniprotkb/P13663
P15202,GO:0000302|GO:0004096|GO:0005759|GO:0005737|GO:0005739|GO:0005782|GO:0005777|GO:0042744|GO:0042542|GO:0020037|GO:0046872,response to reactive oxygen species|catalase activity|mitochondrial matrix|cytoplasm|mitochondrion|peroxisomal matrix|peroxisome|hydrogen peroxide catabolic process|response to hydrogen peroxide|heme binding|metal ion binding,https://www.uniprot.org/uniprotkb/P15202
