Protein ID,GO ID,Function,Link
A0A5E6SV09,GO:0006878|GO:0016491|GO:0043682|GO:0016887|GO:0060003|GO:0015677|GO:0005886|GO:0005507|GO:0005524,intracellular copper ion homeostasis|oxidoreductase activity|P-type divalent copper transporter activity|ATP hydrolysis activity|copper ion export|copper ion import|plasma membrane|copper ion binding|ATP binding,https://www.uniprot.org/uniprotkb/A0A5E6SV09
A0A5E6P235,GO:0016787|GO:0003677|GO:0005524,hydrolase activity|DNA binding|ATP binding,https://www.uniprot.org/uniprotkb/A0A5E6P235
A0A5E6XX33,GO:0000725|GO:0016787|GO:0016853|GO:0043138|GO:0033202|GO:0003677|GO:0005829|GO:0005524,recombinational repair|hydrolase activity|isomerase activity|3'-5' DNA helicase activity|DNA helicase complex|DNA binding|cytosol|ATP binding,https://www.uniprot.org/uniprotkb/A0A5E6XX33
A0A5E7G8S3,GO:0006515|GO:0016887|GO:0051301|GO:0005737|GO:0005524|GO:0032153,protein quality control for misfolded or incompletely synthesized proteins|ATP hydrolysis activity|cell division|cytoplasm|ATP binding|cell division site,https://www.uniprot.org/uniprotkb/A0A5E7G8S3
A0A0B7D749,GO:0009401|GO:0008982|GO:0030295,phosphoenolpyruvate-dependent sugar phosphotransferase system|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|protein kinase activator activity,https://www.uniprot.org/uniprotkb/A0A0B7D749
A0A109KQT4,NA,NA,https://www.uniprot.org/uniprotkb/A0A109KQT4
A0A109KPQ5,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/A0A109KPQ5
A0A0F4TH30,GO:0003735|GO:0006412|GO:0019843|GO:0022627,structural constituent of ribosome|translation|rRNA binding|cytosolic small ribosomal subunit,https://www.uniprot.org/uniprotkb/A0A0F4TH30
A0A0W0I3V7,GO:0003723|GO:0002131|GO:0002132|GO:0141102|GO:0141098|GO:0005737,RNA binding|wobble position cytosine ribose methylation|wobble position uridine ribose methylation|tRNA (5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase activity|tRNA (cytidine(34)-2'-O)-methyltransferase activity|cytoplasm,https://www.uniprot.org/uniprotkb/A0A0W0I3V7
A0A5E6S0M5,GO:0003700|GO:0003677|GO:0045892,DNA-binding transcription factor activity|DNA binding|negative regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/A0A5E6S0M5
A0A3S4NRH9,GO:0004049|GO:0006541|GO:0000162,anthranilate synthase activity|glutamine metabolic process|tryptophan biosynthetic process,https://www.uniprot.org/uniprotkb/A0A3S4NRH9
A0A120G676,GO:0043565|GO:0003700|GO:0006351,sequence-specific DNA binding|DNA-binding transcription factor activity|DNA-templated transcription,https://www.uniprot.org/uniprotkb/A0A120G676
A0A0B7DHV4,NA,NA,https://www.uniprot.org/uniprotkb/A0A0B7DHV4
A0A0P8Z9D9,NA,NA,https://www.uniprot.org/uniprotkb/A0A0P8Z9D9
A0A5E7D0A9,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7D0A9
A0A0N7H399,NA,NA,https://www.uniprot.org/uniprotkb/A0A0N7H399
A0A109L1B9,GO:0018849,muconate cycloisomerase activity,https://www.uniprot.org/uniprotkb/A0A109L1B9
A0A5E6YA20,GO:0004803|GO:0003677|GO:0006313,transposase activity|DNA binding|DNA transposition,https://www.uniprot.org/uniprotkb/A0A5E6YA20
A0A5E6XB83,GO:0004416,hydroxyacylglutathione hydrolase activity,https://www.uniprot.org/uniprotkb/A0A5E6XB83
A0A0B7D5D5,GO:0006865|GO:0043190|GO:0022857,amino acid transport|ATP-binding cassette (ABC) transporter complex|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A0B7D5D5
A0A5E6X6B2,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6X6B2
A0A5E6XZC9,GO:0019867,outer membrane,https://www.uniprot.org/uniprotkb/A0A5E6XZC9
A0A0F4T205,NA,NA,https://www.uniprot.org/uniprotkb/A0A0F4T205
A0A120G9F4,NA,NA,https://www.uniprot.org/uniprotkb/A0A120G9F4
A0A5E6SV21,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6SV21
A0A5E6SV56,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6SV56
A0A5E7VUQ1,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7VUQ1
A0A2T0I9L5,NA,NA,https://www.uniprot.org/uniprotkb/A0A2T0I9L5
A0A5E6TIP7,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6TIP7
A0A5E6TP86,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6TP86
A0A0B7D590,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A0B7D590
A0A5E6ZTF1,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6ZTF1
A0A5E7G2G9,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7G2G9
A0A0B7D9T3,NA,NA,https://www.uniprot.org/uniprotkb/A0A0B7D9T3
A0A5E6XIE6,GO:0000270|GO:0008932|GO:0005886|GO:0071555,peptidoglycan metabolic process|lytic endotransglycosylase activity|plasma membrane|cell wall organization,https://www.uniprot.org/uniprotkb/A0A5E6XIE6
A0A075PFV6,GO:0009055|GO:0043448|GO:0005737|GO:0005506,electron transfer activity|alkane catabolic process|cytoplasm|iron ion binding,https://www.uniprot.org/uniprotkb/A0A075PFV6
A0A5E7RET3,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7RET3
A0A5E6V362,GO:0016432|GO:0008033,tRNA-uridine aminocarboxypropyltransferase activity|tRNA processing,https://www.uniprot.org/uniprotkb/A0A5E6V362
A0A5E6ZS27,GO:0046872,metal ion binding,https://www.uniprot.org/uniprotkb/A0A5E6ZS27
A0A0B7D8Y0,GO:0006508|GO:0008237|GO:0046872,proteolysis|metallopeptidase activity|metal ion binding,https://www.uniprot.org/uniprotkb/A0A0B7D8Y0
A0A109LHU4,NA,NA,https://www.uniprot.org/uniprotkb/A0A109LHU4
A0A125QJ62,NA,NA,https://www.uniprot.org/uniprotkb/A0A125QJ62
A0A5E6SC27,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6SC27
A0A2S1PJD7,NA,NA,https://www.uniprot.org/uniprotkb/A0A2S1PJD7
A0A109L2G9,NA,NA,https://www.uniprot.org/uniprotkb/A0A109L2G9
A0A5E6WHX6,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6WHX6
A0A0F4VH46,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A0F4VH46
A0A109L176,NA,NA,https://www.uniprot.org/uniprotkb/A0A109L176
A0A109LEI5,NA,NA,https://www.uniprot.org/uniprotkb/A0A109LEI5
A0A5E7AGI7,GO:0003735|GO:1990904|GO:0006412|GO:0019843|GO:0005840|GO:0046872,structural constituent of ribosome|ribonucleoprotein complex|translation|rRNA binding|ribosome|metal ion binding,https://www.uniprot.org/uniprotkb/A0A5E7AGI7
A0A370XP72,GO:0004497,monooxygenase activity,https://www.uniprot.org/uniprotkb/A0A370XP72
A0A5E6QJQ7,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6QJQ7
A0A5E6U550,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6U550
A0A5E7HI30,GO:0005996,monosaccharide metabolic process,https://www.uniprot.org/uniprotkb/A0A5E7HI30
A0A0F4TQX7,NA,NA,https://www.uniprot.org/uniprotkb/A0A0F4TQX7
A0A5E7CKL0,GO:0051301|GO:0032955,cell division|regulation of division septum assembly,https://www.uniprot.org/uniprotkb/A0A5E7CKL0
A0A2T0I9G3,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A2T0I9G3
A0A5E7FLG4,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7FLG4
A0A109LGE1,NA,NA,https://www.uniprot.org/uniprotkb/A0A109LGE1
A0A5E6SV33,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6SV33
A0A109L9E5,NA,NA,https://www.uniprot.org/uniprotkb/A0A109L9E5
A0A2T0I9D3,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",https://www.uniprot.org/uniprotkb/A0A2T0I9D3
A0A5E7QFQ6,GO:0043565|GO:0003700,sequence-specific DNA binding|DNA-binding transcription factor activity,https://www.uniprot.org/uniprotkb/A0A5E7QFQ6
A0A2T0H9Z7,GO:0102971,phosphinothricin N-acetyltransferase activity,https://www.uniprot.org/uniprotkb/A0A2T0H9Z7
A0A109KKA2,NA,NA,https://www.uniprot.org/uniprotkb/A0A109KKA2
A0A0F4SRM9,NA,NA,https://www.uniprot.org/uniprotkb/A0A0F4SRM9
A0A5E6RUG9,GO:0016714,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen",https://www.uniprot.org/uniprotkb/A0A5E6RUG9
A0A5E6UEE7,GO:0003676|GO:0015074,nucleic acid binding|DNA integration,https://www.uniprot.org/uniprotkb/A0A5E6UEE7
A0A5E6Y269,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6Y269
A0A5E7RGU7,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7RGU7
A0A5E6XN11,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6XN11
A0A5E6TM51,GO:0047922,"gentisate 1,2-dioxygenase activity",https://www.uniprot.org/uniprotkb/A0A5E6TM51
A0A5E6TWK6,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6TWK6
A0A2T0I9K2,NA,NA,https://www.uniprot.org/uniprotkb/A0A2T0I9K2
A0A5E6TFM1,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6TFM1
A0A5E7DTM7,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7DTM7
A0A109KH71,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A109KH71
A0A5E6XSR6,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6XSR6
A0A5E7FSI0,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7FSI0
A0A2T0I9G1,NA,NA,https://www.uniprot.org/uniprotkb/A0A2T0I9G1
A0A5E6Y0U3,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6Y0U3
A0A5E6ZYA6,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6ZYA6
A0A3S4PV31,NA,NA,https://www.uniprot.org/uniprotkb/A0A3S4PV31
A0A5E7CPN5,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A5E7CPN5
A0A109KK77,NA,NA,https://www.uniprot.org/uniprotkb/A0A109KK77
A0A109LHQ8,GO:0016491,oxidoreductase activity,https://www.uniprot.org/uniprotkb/A0A109LHQ8
A0A0B7D5W4,NA,NA,https://www.uniprot.org/uniprotkb/A0A0B7D5W4
A0A109LE86,NA,NA,https://www.uniprot.org/uniprotkb/A0A109LE86
A0A5E7G0B5,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7G0B5
A0A5E7DC66,GO:0003676|GO:0015074,nucleic acid binding|DNA integration,https://www.uniprot.org/uniprotkb/A0A5E7DC66
A0A109LMR0,GO:0003700|GO:0003677|GO:0045892|GO:0046689,DNA-binding transcription factor activity|DNA binding|negative regulation of DNA-templated transcription|response to mercury ion,https://www.uniprot.org/uniprotkb/A0A109LMR0
A0A2T0I9G5,NA,NA,https://www.uniprot.org/uniprotkb/A0A2T0I9G5
A0A0D0SIA3,NA,NA,https://www.uniprot.org/uniprotkb/A0A0D0SIA3
A0A5E6VXD4,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6VXD4
A0A109LGV3,NA,NA,https://www.uniprot.org/uniprotkb/A0A109LGV3
A0A5E6ZYD9,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6ZYD9
A0A5E7CCJ4,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7CCJ4
A0A120FY23,NA,NA,https://www.uniprot.org/uniprotkb/A0A120FY23
A0A120FZN6,NA,NA,https://www.uniprot.org/uniprotkb/A0A120FZN6
A0A125QI34,GO:0016787|GO:0005615|GO:0005509,hydrolase activity|extracellular space|calcium ion binding,https://www.uniprot.org/uniprotkb/A0A125QI34
A0A0B7D795,GO:0016020|GO:0015276,membrane|ligand-gated monoatomic ion channel activity,https://www.uniprot.org/uniprotkb/A0A0B7D795
A0A5E6ZAS9,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6ZAS9
A0A3S4MUJ1,NA,NA,https://www.uniprot.org/uniprotkb/A0A3S4MUJ1
A0A5E6SVZ8,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6SVZ8
A0A5E6XGE6,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6XGE6
A0A5E6XTY8,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6XTY8
A0A0F4SMJ2,NA,NA,https://www.uniprot.org/uniprotkb/A0A0F4SMJ2
A0A7H8GJC5,GO:0004497,monooxygenase activity,https://www.uniprot.org/uniprotkb/A0A7H8GJC5
A0A5E7EU37,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A5E7EU37
A0A5E7WIX9,GO:0004803|GO:0003677|GO:0006313,transposase activity|DNA binding|DNA transposition,https://www.uniprot.org/uniprotkb/A0A5E7WIX9
A0A5E7F9E3,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7F9E3
A0A5E7FR60,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7FR60
A0A125QE57,NA,NA,https://www.uniprot.org/uniprotkb/A0A125QE57
A0A5E6QK49,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6QK49
A0A109KT48,NA,NA,https://www.uniprot.org/uniprotkb/A0A109KT48
A0A379IL58,NA,NA,https://www.uniprot.org/uniprotkb/A0A379IL58
A0A7Z6QPH3,GO:0018189,pyrroloquinoline quinone biosynthetic process,https://www.uniprot.org/uniprotkb/A0A7Z6QPH3
A0A5E6Y0A9,GO:0019867,outer membrane,https://www.uniprot.org/uniprotkb/A0A5E6Y0A9
A0A075PJG5,GO:0003700,DNA-binding transcription factor activity,https://www.uniprot.org/uniprotkb/A0A075PJG5
A0A109KGF8,NA,NA,https://www.uniprot.org/uniprotkb/A0A109KGF8
A0A109LI66,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A109LI66
A0A109LKB6,GO:0016787,hydrolase activity,https://www.uniprot.org/uniprotkb/A0A109LKB6
A0A5E6V380,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6V380
A0A5E6QW99,GO:0016020|GO:0016491,membrane|oxidoreductase activity,https://www.uniprot.org/uniprotkb/A0A5E6QW99
A0A5E6T0K8,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6T0K8
A0A5E7W5K9,GO:0003723|GO:0051607|GO:0003964,RNA binding|defense response to virus|RNA-directed DNA polymerase activity,https://www.uniprot.org/uniprotkb/A0A5E7W5K9
A0A2T0I9E4,NA,NA,https://www.uniprot.org/uniprotkb/A0A2T0I9E4
A0A109LMS8,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A109LMS8
A0A5E6ZK27,GO:0016024|GO:0004605|GO:0005886,CDP-diacylglycerol biosynthetic process|phosphatidate cytidylyltransferase activity|plasma membrane,https://www.uniprot.org/uniprotkb/A0A5E6ZK27
A0A5E6XZ46,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6XZ46
A0A5E6XIF0,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6XIF0
A0A5E6S6N3,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6S6N3
A0A5E6NZ90,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A5E6NZ90
A0A5E6TQR2,GO:0016491,oxidoreductase activity,https://www.uniprot.org/uniprotkb/A0A5E6TQR2
A0A109LMG0,NA,NA,https://www.uniprot.org/uniprotkb/A0A109LMG0
A0A5E7FJR3,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7FJR3
A0A109KQ95,NA,NA,https://www.uniprot.org/uniprotkb/A0A109KQ95
A0A5E7G110,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7G110
A0A5E6XI48,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A5E6XI48
A0A5E7N3N1,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7N3N1
A0A5E7FJE3,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7FJE3
A0A5E6XB76,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A5E6XB76
A0A3S4NRF5,NA,NA,https://www.uniprot.org/uniprotkb/A0A3S4NRF5
A0A120FWI0,NA,NA,https://www.uniprot.org/uniprotkb/A0A120FWI0
A0A423N2U0,GO:0016020|GO:0003743,membrane|translation initiation factor activity,https://www.uniprot.org/uniprotkb/A0A423N2U0
A0A5E7FLQ4,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7FLQ4
A0A5E7BA93,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7BA93
A0A5E7QHP5,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7QHP5
A0A5E7W4Z9,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7W4Z9
A0A161Z952,GO:0016149|GO:0005737,"translation release factor activity, codon specific|cytoplasm",https://www.uniprot.org/uniprotkb/A0A161Z952
A0A5E6XRK0,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6XRK0
A0A5E7QFR6,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7QFR6
A0A0B7D5F1,GO:0016887|GO:0005886|GO:0005524|GO:0015424,ATP hydrolysis activity|plasma membrane|ATP binding|ABC-type amino acid transporter activity,https://www.uniprot.org/uniprotkb/A0A0B7D5F1
A0A5E7HJM1,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7HJM1
A0A0F4V4A5,NA,NA,https://www.uniprot.org/uniprotkb/A0A0F4V4A5
A0A5E6T9H5,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6T9H5
A0A5E7SRT3,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7SRT3
A0A423LIG0,NA,NA,https://www.uniprot.org/uniprotkb/A0A423LIG0
A0A5E6Y4T8,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6Y4T8
A0A109LIM2,NA,NA,https://www.uniprot.org/uniprotkb/A0A109LIM2
A0A109L9E3,NA,NA,https://www.uniprot.org/uniprotkb/A0A109L9E3
A0A5E6XPU1,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6XPU1
A0A5E7A791,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7A791
A0A0B7D5U3,NA,NA,https://www.uniprot.org/uniprotkb/A0A0B7D5U3
A0A5E6Y443,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6Y443
A0A120FXG1,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A120FXG1
A0A5E7FUW2,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7FUW2
A0A5E6Y0B9,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6Y0B9
A0A5E6WUQ5,GO:0016740,transferase activity,https://www.uniprot.org/uniprotkb/A0A5E6WUQ5
A0A5E7Q2B3,GO:0003700,DNA-binding transcription factor activity,https://www.uniprot.org/uniprotkb/A0A5E7Q2B3
A0A0D0TSE0,NA,NA,https://www.uniprot.org/uniprotkb/A0A0D0TSE0
A0A5E7FWM9,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7FWM9
A0A5E6X4B1,GO:0004045|GO:0006412|GO:0005737,aminoacyl-tRNA hydrolase activity|translation|cytoplasm,https://www.uniprot.org/uniprotkb/A0A5E6X4B1
A0A5E6XTE7,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A5E6XTE7
A0A5E7G3U6,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7G3U6
A0A5E6SW95,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6SW95
A0A109LEL5,NA,NA,https://www.uniprot.org/uniprotkb/A0A109LEL5
A0A5E6P212,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A5E6P212
A0A109KT71,NA,NA,https://www.uniprot.org/uniprotkb/A0A109KT71
A0A0F4T161,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A0F4T161
A0A5E6RWR6,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6RWR6
A0A5E6XG54,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6XG54
A0A379I9A0,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A379I9A0
A0A109LJL8,NA,NA,https://www.uniprot.org/uniprotkb/A0A109LJL8
A0A0P8WTS8,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A0P8WTS8
A0A5E6P398,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6P398
A0A5E6XWQ3,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6XWQ3
A0A5E7D4R0,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7D4R0
A0A5E6VSB4,GO:0043565,sequence-specific DNA binding,https://www.uniprot.org/uniprotkb/A0A5E6VSB4
A0A5E7I855,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7I855
A0A2T0I9G7,GO:0006508|GO:0008237|GO:0046872,proteolysis|metallopeptidase activity|metal ion binding,https://www.uniprot.org/uniprotkb/A0A2T0I9G7
A0A379I838,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A379I838
A0A125QF50,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",https://www.uniprot.org/uniprotkb/A0A125QF50
A0A2S1PJL6,NA,NA,https://www.uniprot.org/uniprotkb/A0A2S1PJL6
A0A5E6Y5W2,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6Y5W2
A0A5E6TYW2,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6TYW2
A0A5E6Y2Z3,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6Y2Z3
A0A5E6TBV3,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6TBV3
A0A5E7A144,GO:0016887|GO:0043190|GO:0005524|GO:0022857,ATP hydrolysis activity|ATP-binding cassette (ABC) transporter complex|ATP binding|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A5E7A144
A0A109KMU6,NA,NA,https://www.uniprot.org/uniprotkb/A0A109KMU6
A0A5E7G3K4,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7G3K4
A0A109LG31,GO:0047916,GDP-6-deoxy-D-talose 4-dehydrogenase activity,https://www.uniprot.org/uniprotkb/A0A109LG31
A0A0D0TJF1,NA,NA,https://www.uniprot.org/uniprotkb/A0A0D0TJF1
A0A5E6W477,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6W477
A0A109KXB6,NA,NA,https://www.uniprot.org/uniprotkb/A0A109KXB6
A0A5E7EYT4,GO:0004803|GO:0003677|GO:0006313,transposase activity|DNA binding|DNA transposition,https://www.uniprot.org/uniprotkb/A0A5E7EYT4
A0A109KIQ2,NA,NA,https://www.uniprot.org/uniprotkb/A0A109KIQ2
A0A5E6WRS0,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6WRS0
A0A120G869,NA,NA,https://www.uniprot.org/uniprotkb/A0A120G869
A0A5E7DCP8,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7DCP8
A0A5E6Y3A9,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6Y3A9
A0A120G9F1,GO:0016020|GO:0015097,membrane|mercury ion transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A120G9F1
A0A5E7N8F1,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7N8F1
A0A0B7DJS7,NA,NA,https://www.uniprot.org/uniprotkb/A0A0B7DJS7
A0A5E6PBY3,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6PBY3
A0A125QFT5,GO:0018618|GO:0051537|GO:0005506,"anthranilate 1,2-dioxygenase (deaminating, decarboxylating) activity|2 iron, 2 sulfur cluster binding|iron ion binding",https://www.uniprot.org/uniprotkb/A0A125QFT5
A0A0B7D8B0,NA,NA,https://www.uniprot.org/uniprotkb/A0A0B7D8B0
A0A5E6PA62,GO:0007165,signal transduction,https://www.uniprot.org/uniprotkb/A0A5E6PA62
A0A5E6ZRW7,GO:0051537|GO:0051213|GO:0046872|GO:0019439,"2 iron, 2 sulfur cluster binding|dioxygenase activity|metal ion binding|obsolete aromatic compound catabolic process",https://www.uniprot.org/uniprotkb/A0A5E6ZRW7
A0A3S5E4L3,NA,NA,https://www.uniprot.org/uniprotkb/A0A3S5E4L3
A0A5E6SNJ0,GO:0003677,DNA binding,https://www.uniprot.org/uniprotkb/A0A5E6SNJ0
A0A5E6SUM3,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E6SUM3
A0A109LLV3,NA,NA,https://www.uniprot.org/uniprotkb/A0A109LLV3
A0A5E7AI08,NA,NA,https://www.uniprot.org/uniprotkb/A0A5E7AI08
